id,timestamp,symbol,expiry,strike,option_type,oi,oi_change,volume,iv,last_price,spot_price
1,2026-04-01 03:30:03,NIFTY,2026-04-07,24400.0,PE,300300,,46410,,2003.75,22345.55
2,2026-04-01 03:30:03,NIFTY,2026-04-07,22650.0,CE,183885,,2591745,33.0,255.7,22345.55
3,2026-04-01 03:30:03,NIFTY,2026-04-07,24500.0,PE,951535,,160615,38.01,2142.0,22345.55
4,2026-04-01 03:30:03,NIFTY,2026-04-07,20750.0,PE,0,,0,17.48,0.05,22345.55
5,2026-04-01 03:30:03,NIFTY,2026-04-07,24500.0,CE,3644680,,12423060,34.68,7.8,22345.55
6,2026-04-01 03:30:03,NIFTY,2026-04-07,22700.0,CE,787345,,6991725,32.87,236.0,22345.55
7,2026-04-01 03:30:03,NIFTY,2026-04-07,24450.0,PE,106470,,0,,1176.0,22345.55
8,2026-04-01 03:30:03,NIFTY,2026-04-07,22650.0,PE,90740,,1974375,33.29,539.15,22345.55
9,2026-04-01 03:30:03,NIFTY,2026-04-07,24450.0,CE,208000,,937690,34.42,8.4,22345.55
10,2026-04-01 03:30:03,NIFTY,2026-04-07,22750.0,CE,141115,,1195805,32.78,217.8,22345.55
11,2026-04-01 03:30:03,NIFTY,2026-04-07,20850.0,CE,130,,0,81.37,1853.35,22345.55
12,2026-04-01 03:30:03,NIFTY,2026-04-07,24550.0,PE,1401140,,260,,1960.0,22345.55
13,2026-04-01 03:30:03,NIFTY,2026-04-07,20800.0,PE,31525,,31525,34.54,20.05,22345.55
14,2026-04-01 03:30:03,NIFTY,2026-04-07,24550.0,CE,910195,,1547780,35.06,7.4,22345.55
15,2026-04-01 03:30:03,NIFTY,2026-04-07,22700.0,PE,390975,,4579055,33.05,568.15,22345.55
16,2026-04-01 03:30:03,NIFTY,2026-04-07,20800.0,CE,130,,130,71.78,1810.0,22345.55
17,2026-04-01 03:30:03,NIFTY,2026-04-13,20700.0,CE,1040,,975,50.94,1907.3,22345.55
18,2026-04-01 03:30:03,NIFTY,2026-04-07,22600.0,PE,728845,,9993295,33.64,512.45,22345.55
